order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD435757,ID0233262622,2019-09-22,Bakers,"[('pearTV', 2), ('Universe Note', 1)]",16070.0,106.34,-37.8026752,144.9824231,15,13765.84,Spring,True,1.3904,i like that it respond most of my comands. great product.,1.0
ORD459355,ID5002595007,2019-11-07,,"[('iStream', 2), ('Candle Inferno', 1), ('Universe Note', 1), ('Olivia x460', 1)]",5405.0,59.29,-37.8128968,144.95189150000004,5,5194.04,Spring,False,0.4248,it is terrible to buy a new phone with this technology and ... the front facing camera produces a failed error and does not work. it is terrible to buy a new phone with this technology and be disappointed for not having all the functions working. many reviews around internet naming this issue.,0.0
ORD429883,ID2774328324,2019-11-28,Bakers,"[('Universe Note', 2), ('Thunder line', 2), ('Lucent 330S', 1)]",12490.0,74.44,-37.8049059,144.99376759999996,5,11939.94,Spring,False,0.5811,too much specificacions and functionalities! great phone,1.0
ORD439678,ID6167230989,2019-06-21,Thompson,"[('Lucent 330S', 2), ('Alcon 10', 1), ('iStream', 2)]",11710.0,51.5,-37.81900770000001,144.9543041,0,11761.5,Winter,False,0.9498,sold me a stolen phone i was informed that the phone i received from this company was reported stolen when i took it to be activated at my local verizon wireless.,0.0
ORD143661,ID5427967043,2019-01-03,Thompson,"[('pearTV', 1), ('Candle Inferno', 2), ('Lucent 330S', 2), ('Alcon 10', 1)]",18580.0,,-37.8002438,144.95971930000005,5,17735.68,Summer,False,1.7755,had a line and upgraded to this! i like it. my only complaint is the very short instructions,1.0
ORD090453,ID0055931048,2019-03-23,Thompson,"[('Toshika 750', 1), ('Candle Inferno', 1), ('Olivia x460', 1), ('Lucent 330S', 2)]",8435.0,64.24,-37.8157678,144.9498885,25,6390.49,Autumn,False,0.4244,"select a phone that supports your priorities. i really appreciate the battery life, not having to constantly check the charge level.",
ORD120961,ID3218226977,2019-01-22,Thompson,"[('Universe Note', 1), ('pearTV', 2)]",16070.0,88.72,-37.8080501,144.94533330000004,0,16158.72,Summer,True,0.5368,"love olivia phones this is our 3rd s8+! we love this phone, reliable, long battery life, and easy to use",1.0
ORD072195,ID2272186202,2019-08-25,Bakers,"[('Alcon 10', 2), ('Toshika 750', 2)]",26540.0,,-37.8088555,145.01004890000004,5,25290.59,Winter,True,1.3093,god god,1.0
ORD251341,ID3215191978,2019-03-28,Thompson,"[('Alcon 10', 2), ('iStream', 2)]",18200.0,81.71,-37.8064378,144.9557716,10,16461.71,Autumn,True,1.0332,i love it all i can say is what a great phone for a great price. i love it.,1.0
ORD004138,ID4297530200,2019-05-20,Bakers,"[('Alcon 10', 1), ('iAssist Line', 1)]",11175.0,82.98,-37.8021782,144.9837011,0,11257.98,Autumn,True,1.3364,blacc it'z ok just d battery won't stay charged i like it didn't know it wuz a touch screen dis fone is a hit,1.0
ORD012665,ID0052506648,2019-06-30,Thompson,"[('iAssist Line', 1), ('Thunder line', 1)]",4405.0,78.95,-37.8094878,144.9362746,25,3382.7,Winter,True,1.0134,"impressed it was everything i could have asked for! it looked brand new, no scratches on it or wear and tear. i've been using it for 3 days now and no issues. thanks so much!",1.0
ORD118393,ID2189485869,2019-12-08,Nickolson,"[('Thunder line', 1), ('iAssist Line', 1), ('pearTV', 1)]",10715.0,74.96,-37.81115,144.9729569,10,9718.46,Summer,False,0.8812,perfect!! very pleased with the purchase. every came exactly how i wanted.,1.0
ORD117741,ID0581772990,2019-10-17,Thompson,"[('Candle Inferno', 2), ('Toshika 750', 2)]",9500.0,96.25,-37.81202929999999,144.944515,25,7221.25,Spring,True,0.2358,the phone was described as refurbished. it actually appears new and functions as new. the phone was received earlier than promised. the phone was as described and functions as new.,
ORD345192,ID2325395499,2019-08-09,Bakers,"[('Universe Note', 1), ('Thunder line', 1)]",5630.0,74.31,-37.8116119,144.986092,5,5422.81,Winter,True,0.8237,good 'ol universes it's great except the fact you can't be on the internet and while using the phone any lines :(,1.0
ORD443805,ID0767723857,2019-06-14,Nickolson,"[('Lucent 330S', 2), ('Toshika 750', 1), ('Thunder line', 1)]",8960.0,,-37.8047159,144.9723857,15,7684.42,Winter,False,1.565,great overall experience and purchase. fair price. great product. fast shipping.,1.0
ORD074585,ID2180785620,2019-08-17,Nickolson,"[('Universe Note', 2), ('iAssist Line', 1), ('Olivia x460', 1), ('Alcon 10', 1)]",19300.0,73.99,-37.8157032,144.965572,15,16478.99,Winter,True,0.4755,fairly good phone works on republic wireless network. however you will need to disable the olivia apps,1.0
ORD299494,ID6167191708,2019-06-22,Thompson,"[('Thunder line', 1), ('iStream', 1)]",2330.0,65.79,-37.8187081,144.95533659999995,5,2279.29,Winter,False,0.9899,love it love this phone,1.0
ORD416410,ID3222703079,2019-12-03,Thompson,"[('iAssist Line', 1), ('Alcon 10', 1), ('Lucent 330S', 1), ('pearTV', 1)]",18715.0,79.05,-37.8013917,144.9433256,15,15986.8,Summer,False,1.2983,nice returned it bc i didn’t need it but it was exactly as described,1.0
ORD187470,ID0443288634,2019-07-06,Bakers,"[('pearTV', 1), ('Candle Inferno', 2), ('iAssist Line', 2), ('Toshika 750', 1)]",15940.0,67.86,-37.8206025,145.00401409999995,25,12022.86,Winter,False,1.4108,it's ok ok,1.0
ORD081569,ID4315295082,2019-10-30,,"[('iStream', 2), ('Lucent 330S', 1), ('Alcon 10', 1)]",10480.0,102.1,-37.8173359,144.9915902,10,9534.1,Spring,True,,love the phone very hd love it,1.0
ORD101312,ID0501019049,2019-04-30,Nickolson,"[('Universe Note', 2), ('Alcon 10', 2), ('Toshika 750', 1)]",29120.0,83.78,-37.80344760000001,144.9700436,25,21923.78,Autumn,True,1.6867,five stars nice phone,
ORD000569,ID0277366889,2019-10-05,Bakers,"[('Toshika 750', 2), ('Candle Inferno', 1)]",9070.0,81.63,-37.8029586,145.0087472,0,9151.63,Spring,False,1.4236,i really love the new shape and size of the candle hd. my daughter uses it and can control it great.,1.0
ORD471190,ID4061053484,2019-04-19,Bakers,"[('Thunder line', 2), ('iStream', 1), ('Toshika 750', 1), ('iAssist Line', 1)]",11055.0,64.17,-37.8100628,144.9958751,5,10566.42,Autumn,False,0.057,"good device! i bought it as a gift, i thinks is a good cellphone, i haven't hear anything bad about it! :)",1.0
ORD437581,ID0591275382,2019-06-09,Nickolson,"[('Thunder line', 2), ('Olivia x460', 1), ('iAssist Line', 1)]",7810.0,67.96,-37.8246362,144.9568396,0,7877.96,Winter,False,1.3044,"my dad, retired vietnam veteran, received this as a gift and he loves it so much. very user friendly and great quality for the price.",1.0
ORD185605,ID6167229082,2019-04-13,Thompson,"[('iStream', 2), ('Toshika 750', 1), ('Thunder line', 2), ('Candle Inferno', 2)]",9840.0,65.9,-37.8210112,144.9552251,0,9905.9,Autumn,False,1.173,nice phone but love the phone but came with the wrong charger base it's not for the u.s.,
ORD414116,ID4148846604,2019-12-30,Bakers,"[('pearTV', 2), ('Alcon 10', 2)]",30520.0,96.06,-37.8163999,144.98515759999995,10,27564.06,Summer,True,1.1371,nice nice and perfect phone,1.0
ORD182179,ID0409550969,2019-02-05,Bakers,"[('Thunder line', 2), ('Candle Inferno', 2), ('Alcon 10', 2), ('iAssist Line', 1)]",25345.0,63.74,-37.797445,144.9976986,10,22874.24,Summer,False,1.4139,"no response with a dead phone came and wouldn't even turn on, contacting the seller resulted in silence. lots of places to get refurbished phones, make sure this isn't one of the places you do.",0.0
ORD123447,ID0283334285,2019-04-12,,"[('Lucent 330S', 2), ('Olivia x460', 1), ('iStream', 1), ('Thunder line', 2)]",8195.0,81.22,-37.7995235,144.95369159999996,5,7866.47,Autumn,True,1.5754,is ok nice,1.0
ORD107451,ID2935358346,2019-09-15,Bakers,"[('Olivia x460', 2), ('Universe Note', 2), ('Toshika 750', 1), ('pearTV', 1)]",19980.0,87.31,-37.8271977,144.99397480000005,15,17070.31,Spring,False,1.918,"five stars so far, this has been a purchase i have not regretted at all. high quality product.",1.0
ORD453876,ID4716795518,2019-03-17,Thompson,"[('iAssist Line', 2), ('Candle Inferno', 1), ('Olivia x460', 1), ('pearTV', 1)]",12415.0,53.43,-37.8187561,144.9532439,0,12468.43,Autumn,False,0.868,bad refurbished the screen was too dark even with brightness at 100% the screen didnt look the way is supposed to,
ORD239716,ID0711333452,2019-01-14,Thompson,"[('Candle Inferno', 2), ('Lucent 330S', 2)]",3320.0,77.19,-37.8066241,144.9579654,25,2567.19,Summer,False,1.1712,i bought this for my mother and she is in love with it.she loves the guard dog feature.she says that it gives her a sense of security at night and when she leaves the house,1.0
ORD241965,ID1217532788,2019-03-13,,"[('iAssist Line', 1), ('Alcon 10', 2), ('Lucent 330S', 2), ('Toshika 750', 2)]",31225.0,63.05,-37.8179153,144.9484878,25,23481.8,Autumn,True,,do not buy it unless you want to lose your money i bought this phone to send it to ethiopia but when they get it did not work because something missing.i am so mad right now since i lost my 300 dollar but it thought me lesson not to buy phone or even an electronic from digico.,0.0
ORD229324,ID2189145392,2019-10-04,Thompson,"[('Toshika 750', 1), ('Olivia x460', 2), ('Alcon 10', 1), ('Lucent 330S', 1)]",,101.13,-37.8137717,144.9572655,25,,Spring,True,0.905,"phone it's a very good phone, value for money",1.0
ORD237264,ID0373651727,2019-07-31,Thompson,"[('Toshika 750', 2), ('Universe Note', 1), ('Olivia x460', 2)]",14540.0,54.26,-37.8110683,144.9266942,5,13867.26,Winter,False,1.8007,"horrid!! this phone was slow and glitchy. i was pissed when i started using it, i'd had the same one before and missed it, so i ordered this one and was very disappointed",0.0
ORD332699,ID1560149543,2019-12-21,Thompson,"[('iStream', 1), ('Toshika 750', 2), ('Candle Inferno', 1), ('Universe Note', 2)]",16120.0,77.6,-37.815645,144.937896,10,14585.6,Summer,True,0.8719,one star phone freezes to much,0.0
ORD176007,ID1458422304,2019-08-31,,"[('iStream', 2), ('Olivia x460', 1)]",1525.0,68.67,-37.8178086,145.0082791,10,1441.17,Winter,False,,s8 active lighter weight and easier to use much lighter than the s6 active and uses your finger prints and other buttons are easier to use because their digital,1.0
ORD025726,ID0577520998,2019-09-30,Nickolson,"[('Universe Note', 1), ('iStream', 1), ('pearTV', 2), ('Thunder line', 2)]",20580.0,100.23,-37.8245545,144.97233290000003,0,20680.23,Spring,True,0.7071,xp is back excellent. best in budget phone. i am using quite a while. xp's hardware and stock android experience is best in class,1.0
ORD211563,ID2247268789,2019-01-10,Nickolson,"[('iStream', 1), ('Olivia x460', 2)]",2600.0,72.52,-37.81632000000001,144.9634255,25,2022.52,Summer,False,0.5952,best phone ever best phone ever!!!!!! i have always been a die hard alcon person for years. thought i would try the edge. i will never go back to alcon lol,1.0
ORD405479,ID0387152982,2019-03-30,Thompson,"[('Universe Note', 1), ('Toshika 750', 2)]",12090.0,79.6,-37.80567,144.9449191,25,9147.1,Autumn,True,0.8022,"great camera! phone is great, lovely big screen camera is awesome. only problem i have i battery life but maybe i just use a lot of apps.. all in all for the price it was a treat purchase and i love my phone!",
ORD225197,ID3793626747,2019-01-10,Nickolson,"[('Lucent 330S', 2), ('Toshika 750', 1), ('Olivia x460', 1), ('pearTV', 1)]",14315.0,94.76,-37.82316760000001,144.97813180000003,25,10831.01,Summer,True,0.9102,five stars great phone love it,1.0
ORD347244,ID0591432775,2019-01-04,Nickolson,"[('iAssist Line', 1), ('Candle Inferno', 1), ('Toshika 750', 2)]",11295.0,90.54,-37.8195302,144.9637571,15,9691.29,Summer,True,0.52,five stars awesome product..just like new,1.0
ORD153701,ID0030287406,2019-02-28,Nickolson,"[('iStream', 2), ('Universe Note', 2), ('pearTV', 2), ('Olivia x460', 2)]",22270.0,103.77,-37.8031905,144.9695871,25,16806.27,Summer,True,1.7148,four stars love it,1.0
ORD125761,ID0711331361,2019-04-02,Thompson,"[('Lucent 330S', 2), ('Candle Inferno', 2), ('Thunder line', 1), ('Alcon 10', 2)]",23400.0,78.33,-37.8064247,144.95719219999995,10,21138.33,Autumn,True,1.1298,"totally happy with my purchase elegant phone, works flawlessly, long battery life. totally happy with my purchase. big beautiful screen. ordered the olivia case to go with it. love it!",1.0
ORD386632,ID0301537543,2019-03-16,Thompson,"[('Candle Inferno', 1), ('Olivia x460', 2)]",2880.0,64.16,-37.8197772,144.9437517,10,2656.16,Autumn,False,0.8429,availability of movies and nothing i don't like,1.0
ORD085183,ID4794459427,2019-04-09,Thompson,"[('Candle Inferno', 2), ('Universe Note', 1)]",4310.0,55.38,-37.8044173,144.93469109999995,5,4149.88,Autumn,False,1.4247,one month and already on the blink the phone sometimes freezes on me and now the battery won't charge. i hope this phone doesn't give me more problems. i guess i'll have to order another battery. isn't it something...just as soon as my return date expires i run into problems with this phone.,0.0
ORD499579,ID0591360973,2019-02-24,Thompson,"[('iAssist Line', 2), ('Universe Note', 2), ('Olivia x460', 1), ('Candle Inferno', 1)]",13005.0,76.7,-37.8222898,144.9525521,15,11130.95,Summer,False,1.1741,five stars very good deal,
ORD172386,ID0256189632,2019-07-26,Thompson,"[('Thunder line', 2), ('Toshika 750', 1), ('Universe Note', 2), ('Olivia x460', 2)]",18030.0,118.58,-37.7396359,144.8463361,25,13641.08,Winter,False,12.0273,one star my phone service has been shut off because it has been reported stolen around the time i got it.,0.0
ORD217734,ID0597546804,2019-08-02,,"[('Lucent 330S', 1), ('iStream', 2)]",1530.0,73.88,-37.8156881,144.96539719999996,10,1450.88,Winter,True,0.488,worth every dollar! it's a really good phone. enjoying all it's features,1.0
ORD371559,ID0758631420,2019-06-26,Thompson,"[('pearTV', 2), ('Olivia x460', 2), ('iAssist Line', 1), ('Thunder line', 1)]",19475.0,79.0,-37.8197678,144.9426642,5,18580.25,Winter,True,0.8796,u should by this lucent g6 plus lucent g6 plus is good,
ORD106005,ID2325395498,2019-04-24,,"[('iAssist Line', 1), ('pearTV', 1), ('Thunder line', 2)]",12895.0,78.14,-37.8115158,144.95291,15,11038.89,Autumn,True,0.5296,five stars love it,1.0
ORD479362,ID5058108348,2019-11-25,Nickolson,"[('Alcon 10', 2), ('Toshika 750', 2)]",26540.0,72.98,-37.8230196,144.9686669,5,25285.98,Spring,False,0.4986,best phone i've ever had amazing,1.0
ORD271106,ID3887190865,2019-09-16,Nickolson,"[('Lucent 330S', 2), ('pearTV', 1)]",8770.0,102.2,-37.8169773,144.97688290000005,25,6679.7,Spring,True,0.6694,perfect phone exactly what i expected.,1.0
ORD271706,ID0233314875,2019-01-24,,"[('pearTV', 2), ('Olivia x460', 2)]",15070.0,65.91,-37.8049171,144.97559280000004,15,12875.41,Summer,False,1.6126,this product is ok but is not the best you can get. for a sale item fine. battery life seems to be a little short. bottom line.....so so,0.0
ORD469026,ID3216954877,2019-05-18,Bakers,"[('Candle Inferno', 2), ('Thunder line', 1)]",3040.0,,-37.80619220000001,144.98663330000005,10,2784.56,Autumn,False,0.8667,"very bad received the equipment and never lit, i thought it came fully discharged and discarded with other chargers actually burnt wine team, plus it did not bring handsfree or a user's manual, i am very upset about the teasing after me to trust in you",0.0
ORD325329,ID0746922193,2019-10-27,,"[('Alcon 10', 1), ('Universe Note', 2), ('Candle Inferno', 2), ('Olivia x460', 1)]",17935.0,81.37,-37.8237935,144.98268240000004,25,13532.62,Spring,False,,fantastic japanese quality fantastic japanese quality,1.0
ORD177324,ID0579411832,2019-03-15,Nickolson,"[('Lucent 330S', 2), ('Olivia x460', 2), ('Candle Inferno', 1)]",5340.0,76.51,-37.8222965,144.9679305,0,5416.51,Autumn,True,0.436,very nice works nice and good price,1.0
ORD415395,ID0591351414,2019-12-24,Nickolson,"[('Alcon 10', 2), ('iAssist Line', 1), ('Thunder line', 1)]",22305.0,78.68,-37.8209194,144.956098,0,22383.68,Summer,False,1.2109,love this phone!!! fast phone and easy setup. very intuitive and easy to use. so glad i switched from a olivia!! already have pi installed and there were no install errors or slow down of apps after install.,1.0
ORD406864,ID0767693486,2019-02-23,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 1), ('iAssist Line', 1), ('Lucent 330S', 2)]",14065.0,81.01,-37.80447120000001,144.9736163,15,12036.26,Summer,False,1.6124,great phone. love the camera features,1.0
ORD260216,ID0361770843,2019-06-08,,"[('iAssist Line', 1), ('Alcon 10', 2)]",20125.0,68.23,-37.8000867,144.9808173,0,20193.23,Winter,True,,inconvenient it’s a locked phone.,0.0
ORD318947,ID0030220684,2019-01-05,,"[('Alcon 10', 1), ('iAssist Line', 2), ('Thunder line', 1)]",15580.0,73.03,-37.8090334,144.985669,10,14095.03,Summer,False,,good phone battery life wasn't all that great but the rest of the phone seems fine,1.0
ORD213852,ID4716795580,2019-06-02,Thompson,"[('iAssist Line', 2), ('Olivia x460', 2), ('iStream', 1), ('Candle Inferno', 1)]",7480.0,,-37.8194809,144.9521545,10,6795.84,Winter,True,0.8799,"it lasted less than three months, the digitizer stopped ... it lasted less than three months, the digitizer stopped responding to touch a week later stopped responding to pen. to fix would cost more than $300.",0.0
ORD331561,ID0036824732,2019-08-12,Thompson,"[('Candle Inferno', 1), ('Olivia x460', 2), ('iAssist Line', 2)]",7330.0,68.01,-37.8252974,144.94705259999995,5,7031.51,Winter,False,1.4053,confidently comfortable it works,1.0
ORD317302,ID4326586187,2019-08-08,,"[('Universe Note', 1), ('Toshika 750', 2), ('Lucent 330S', 2)]",14550.0,79.54,-37.81024620000001,144.96134990000004,25,10992.04,Winter,True,,"they sell excellent products!!! this is a really nice phone, it was so nice, i reached out to the company with a question and they responded immediately. worked out my question, and now i'm good to go. thank you, thank you..",1.0
ORD356358,ID6167359513,2019-12-22,Nickolson,"[('Toshika 750', 1), ('Universe Note', 2), ('Lucent 330S', 2)]",13680.0,98.98,-37.80802,144.973733,0,13778.98,Summer,True,1.2333,"great phone! when i first ordered the phone i didn't like it, i was going to send it back.well i am so happy that i kept the phone..my phone that i had been using just stopped!!! so i remembered that i had the ""this phone "" that i am in love with now'!!!!!olivia j3. great phone''",1.0
ORD010864,ID0233255184,2019-01-07,Bakers,"[('Thunder line', 1), ('Universe Note', 1), ('Olivia x460', 2), ('iAssist Line', 1)]",10305.0,,-37.7985773,144.9807351,15,8846.6,Summer,True,1.8004,"it was suppose to be new but it doesn't work like new. not too happy the screen isn't secured in places and it glitches, it was suppose to be new but it doesn't work like new. not too happy",0.0
ORD455876,ID1964021891,2019-01-21,Nickolson,"[('Alcon 10', 1), ('pearTV', 1)]",15260.0,65.67,-37.8185129,144.9671482,10,13799.67,Summer,False,0.2115,"four stars great android phone. great battery life. i took a star off because there is a lot of glass real estate that us only ""border""",1.0
ORD262239,ID3945799033,2019-09-20,,"[('iAssist Line', 1), ('pearTV', 1), ('iStream', 2), ('Toshika 750', 1)]",13155.0,103.06,-37.8190877,144.95414230000003,0,13258.06,Spring,True,,"five stars bought for my mom, she loves it",1.0
ORD338811,ID0583473685,2019-11-07,Bakers,"[('Toshika 750', 2), ('Lucent 330S', 1)]",9870.0,,-37.80469650000001,144.9985598,10,8943.51,Spring,False,0.6585,did not activate. return it. never was able to activate with my phone service.,0.0
ORD010425,ID2325395496,2019-10-06,Bakers,"[('Alcon 10', 2), ('iStream', 2), ('Universe Note', 1), ('iAssist Line', 2)]",26100.0,101.25,-37.810688,144.9855034,25,19676.25,Spring,True,0.859,i am happy to bought it it was more that i expected. i am happy to bought it.,1.0
