order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer,z_score,hampel_score
ORD007035,ID0030947902,2019-06-19,Bakers,"[('iStream', 1), ('Lucent 330S', 1), ('Thunder line', 2), ('Toshika 750', 1)]",10060,60.89,-37.8117548,145.00043190000005,15,8611.89,Winter,False,0.4974,olivia s4 excellent phone that works well. arrived on time. only complaint is only had the phone about a month and already the left earbud on the headset that came with phone has stopped working :-(,True,-0.9855645276143729,1.6471816283924836
ORD051235,ID0576830096,2019-02-21,Nickolson,"[('iAssist Line', 2), ('Lucent 330S', 1)]",5680,77.09,-37.8212208,144.9839138,10,5189.09,Summer,False,1.2964,this was great buy & can do it all.fair price & great games,True,0.01204085059264339,0.043841336116910386
ORD185171,ID2237521759,2019-03-16,Bakers,"[('Olivia x460', 1), ('iAssist Line', 2), ('Alcon 10', 2)]",23575,80.07,-37.8105799,145.0007616,10,21297.57,Autumn,True,0.4906,great phone! great smartphone. shipping was really fast. bought for my dad who was visiting me for vacation. got it in 3 days. great phone. super easy to setup. 5 stars!,True,0.19555097571961239,0.35490605427974836
ORD103231,ID0746912590,2019-12-17,Nickolson,"[('Thunder line', 1), ('Candle Inferno', 1)]",2610,98.28,-37.8242064,144.9840935,25,2055.78,Summer,True,1.4232,"great product & merchant! olivia universe s4 great product, delivered in condition and by date promised! thumbs up!!",True,1.3169333175189808,2.255741127348642
ORD381046,ID3775020765,2019-02-15,Bakers,"[('Thunder line', 1), ('pearTV', 1)]",8490,93.74,-37.8073592,144.9837695,0,8583.74,Summer,True,1.05,great battery life and love the phone graphics amazing phone! use it for work primarily,True,1.0373574893054094,1.781837160751564
ORD326823,ID6167229079,2019-12-04,Thompson,"[('Olivia x460', 1), ('Candle Inferno', 1)]",1655,96.9,-37.8211013,144.95527090000004,25,1338.15,Summer,True,1.1834,"es hermoso increible me. encanta. su tamaño perfecto, dura la bateria mucho!!",True,1.2319521186346798,2.1116910229645085
ORD211774,ID4957761329,2019-08-04,Thompson,"[('Toshika 750', 2), ('iStream', 2)]",8940,73.58,-37.8255049,144.92891569999995,10,8119.58,Winter,False,2.1421,four stars nice budget phone. love the large screen.,True,-0.2041069813522104,0.32254697286012546
ORD079750,ID6167440995,2019-09-01,Nickolson,"[('Olivia x460', 2), ('Toshika 750', 2)]",11090,102.66,-37.811388,144.9616951,0,11192.66,Spring,True,1.0587,good phone great photo everything works fine. fast shipping.,True,1.5866562531082848,2.7129436325678475
ORD303713,ID0634783954,2019-11-23,Thompson,"[('pearTV', 1), ('Toshika 750', 2)]",14950,100.51,-37.8133329,144.93752769999998,25,11313.01,Spring,True,0.8423,five stars as expected and promised,True,1.4542580084697,2.4885177453027127
ORD457786,ID0598156578,2019-12-29,Nickolson,"[('Toshika 750', 2), ('iStream', 1)]",8790,64.9,-37.81863900000001,144.9678869,25,6657.4,Summer,False,0.1464,came on time and was in perfect condition not a mark on it came on time and was in perfect condition not a mark on it. i use my phone for 80% of my work and could not be happier with my purchase!,True,-0.7386264062186851,1.2286012526096022
ORD480293,ID1131986141,2019-07-31,Thompson,"[('Toshika 750', 1), ('Olivia x460', 1), ('pearTV', 2)]",18165,60.99,-37.814907,144.94494269999996,25,13684.74,Winter,False,0.3111,great product bang for buck,True,-0.979406469724206,1.6367432150313144
ORD367273,ID2657082784,2019-12-19,Thompson,"[('Alcon 10', 1), ('Universe Note', 2), ('Toshika 750', 2), ('iAssist Line', 1)]",26715,80.02,-37.8015927,144.958135,5,25459.27,Summer,False,1.5712,works well works well without any problem. it is more easy to use with high quality.,True,0.19247194677452917,0.34968684759916413
ORD058077,ID0241807393,2019-12-28,Bakers,"[('iStream', 2), ('Alcon 10', 1), ('Candle Inferno', 2)]",10110,93.55,-37.8129148,144.9857283,5,9698.05,Summer,True,0.8967,five stars my husband loves his new phone and all it's features.,True,1.0256571793140927,1.762004175365343
ORD047950,ID0588236711,2019-04-02,Nickolson,"[('Universe Note', 1), ('Olivia x460', 1), ('Toshika 750', 2)]",13315,80.54,-37.8111954,144.9734121,0,13395.54,Autumn,True,0.8909,awesome product more than expected,True,0.22449384780339698,0.4039665970772445
ORD221209,ID4458803297,2019-08-06,Nickolson,"[('pearTV', 2), ('Universe Note', 2), ('Toshika 750', 1), ('Thunder line', 1)]",26020,67.24,-37.8239891,144.9846665,25,19582.24,Winter,False,1.4585,easy to set up very good basic smartphone,True,-0.5945278515887835,0.9843423799582465
ORD374697,ID5002595128,2019-01-05,Thompson,"[('Candle Inferno', 1), ('iAssist Line', 2)]",4880,73.16,-37.8119843,144.9533495,0,4953.16,Summer,False,0.5576,"good phone after having an pear alcon for 6 years, i was glad to get back to an android phone. more user friendly.",True,-0.2299708244909109,0.36638830897703584
ORD413340,ID1833120509,2019-11-02,Thompson,"[('Candle Inferno', 1), ('Universe Note', 2), ('Alcon 10', 2), ('iAssist Line', 1)]",27455,106.91,-37.7996836,144.9550948,10,24816.41,Spring,True,1.6091,like brand new for a refurbished phone. this phone is great for a refurbished phone so far. it looks great and works great. it came with a 90 day warranty. would def buy from this company again.,True,1.8483737134403724,3.1565762004175344
ORD139932,ID2633185322,2019-02-21,Nickolson,"[('Toshika 750', 1), ('Olivia x460', 2), ('iStream', 2), ('pearTV', 1)]",13380,100.84,-37.8277732,144.98391819999995,5,12811.84,Summer,True,1.6247,it's got what people need in a phone. amazing phone for the price.,True,1.4745795995072501,2.522964509394571
ORD194203,ID4655129033,2019-04-16,Thompson,"[('iStream', 2), ('Universe Note', 2)]",7200,63.49,-37.8088244,144.9488235,15,6183.49,Autumn,True,0.4554,i needed this for my two six year olds to be able to use during our drive to disney. you are unable to get most apps that are offered on itunes and android market so i returned.,False,-0.8254550224700368,1.375782881002087
ORD368886,ID0267317336,2019-01-08,Nickolson,"[('Olivia x460', 2), ('Alcon 10', 1)]",11400,70.5,-37.822897,144.97139769999995,10,10330.5,Summer,False,0.5057,"perfect condition phones this phone is in perfect condition, no dings, scrapes, or scratches. i will definitely buy from here again.",True,-0.3937751643693467,0.6440501043841335
ORD491447,ID3945799004,2019-07-14,Nickolson,"[('pearTV', 2), ('iStream', 2), ('Olivia x460', 1)]",14145,63.43,-37.8149016,144.9607464,25,10672.18,Winter,False,0.8766,five stars great phone worth every penny.,True,-0.829149857204137,1.3820459290187885
ORD466333,ID1112411389,2019-03-26,Thompson,"[('Olivia x460', 2), ('Toshika 750', 2), ('Candle Inferno', 2)]",11950,81.54,-37.8030115,144.92950580000004,15,10239.04,Autumn,True,1.8822,great camera!! great phone and in great conditions i would recommend to anyone,True,0.2860744267050646,0.5083507306889354
ORD129529,ID3862394072,2019-06-19,Thompson,"[('iStream', 2), ('Alcon 10', 1)]",9250,64.23,-37.808963,144.9489466,5,8851.73,Winter,False,0.4448,"to me the best money value i use to have a lucent g4 but the g6 seems to be much improved. better sound, better camara, longerstanting battery and mantaining all the other features. let's hope is as sturdy as the g4.",True,-0.7798853940828027,1.2985386221294353
ORD225926,ID4826905609,2019-10-20,Nickolson,"[('Candle Inferno', 2), ('Alcon 10', 1), ('Toshika 750', 1)]",14130,107.24,-37.8268424,144.955345,10,12824.24,Spring,True,1.5502,excellent phone this phone is much faster than the alcon 6+ i used before. battery lasts more than a day.,True,1.8686953044779226,3.191022964509392
ORD371770,ID3114181932,2019-03-24,Nickolson,"[('Alcon 10', 1), ('Olivia x460', 1), ('Toshika 750', 2), ('Thunder line', 1)]",20995,63.98,-37.8116535,144.96394980000005,25,15810.23,Autumn,True,0.9164,renewed cell phone it is a cell phone. it has been having moisture detected error messages.,False,-0.79528053880822,1.324634655532359
ORD382934,ID2188399797,2019-12-20,Nickolson,"[('Toshika 750', 1), ('Alcon 10', 1), ('Universe Note', 1), ('iAssist Line', 2)]",21170,78.35,-37.8127963,144.9680145,15,18072.85,Summer,True,0.6595,"pear alcon xs max sorry, this video is unsupported on this browser.  phone arrived and screen was flickering . there is no way the seller did not know about this issue . phone was still under warranty and took it to pear to be repaired . disappointed that i had to take time to take it to pear to have it repaired . not a trustworthy seller at all",False,0.08963238000874407,0.17536534446764004
ORD300641,ID3208518264,2019-01-27,Nickolson,"[('iAssist Line', 1), ('Universe Note', 2), ('Olivia x460', 1)]",10350,84.24,-37.80053570000001,144.9724974,0,10434.24,Summer,False,2.0269,five stars excellent phone!!!,True,0.45234198973956663,0.7901878914404998
ORD103667,ID0775941553,2019-02-22,Thompson,"[('Toshika 750', 2), ('iAssist Line', 1), ('pearTV', 1), ('Olivia x460', 2)]",19625,99.24,-37.80626,144.95936909999998,25,14817.99,Summer,True,1.2961,"good phone, but buy it new or actually refurbished. great phone, was pretty beat up beyond what the description lead me to believe, the box was from asia, so setting it up for english was fun... also the camera appears to be defective at times, takes solid white photos.",True,1.3760506732645814,2.3559498956158644
ORD070386,ID0579409745,2019-01-07,Nickolson,"[('Lucent 330S', 1), ('pearTV', 1), ('Candle Inferno', 1)]",7970,69.09,-37.8217484,144.9680858,5,7640.59,Summer,False,0.3739,"great phone,excellent condition phone arrived early, was in great condition and work perfectly with my cricket sim card",True,-0.48060378062069786,0.7912317327766173
ORD434809,ID0277124110,2019-07-06,Nickolson,"[('Universe Note', 2), ('iStream', 1), ('Thunder line', 1)]",9230,78.76,-37.8251977,144.9568852,15,7924.26,Winter,True,1.3344,i like the list ability and the music i can play.  i do not like that i can not create a playlist without using the app and even then iassist will not play my songs i have to do it through my tablet or phone.  i also do not like that alex can not print again it has to be done through the app.,True,0.11488041735842848,0.21816283924843446
ORD114031,ID3268156341,2019-08-25,Nickolson,"[('pearTV', 1), ('iStream', 2)]",6610,65.42,-37.82270250000001,144.98308469999995,10,6014.42,Winter,True,1.2749,no esta liberado no esta liberado es una porqueria este vendedor no se los recomiendo,False,-0.7066045051898182,1.1743215031315233
ORD090796,ID0313278047,2019-01-29,Nickolson,"[('Candle Inferno', 2), ('iAssist Line', 2), ('Alcon 10', 2), ('iStream', 1)]",23360,96.73,-37.8095845,144.9616905,25,17616.73,Summer,True,1.2182,the product is good according to its price its a good product in this price range.,True,1.2214834202213962,2.093945720250521
ORD194444,ID2190483595,2019-03-25,Nickolson,"[('Lucent 330S', 2), ('Olivia x460', 1)]",3685,81.17,-37.8097289,144.96116659999996,15,3213.42,Autumn,True,1.232,i got this for my husband birthday and he loves it,True,0.26328961251144734,0.46972860125260935
ORD104400,ID6197211194,2019-05-27,Thompson,"[('pearTV', 1), ('Lucent 330S', 2), ('Alcon 10', 2), ('Candle Inferno', 2)]",27530,83.52,-37.814871200000006,144.92715619999996,15,23484.02,Autumn,True,1.7682,"perfect perfect! no blemishes, no problems, just prefect. (oh... i said that already.)",True,0.40800397293036594,0.7150313152400826
ORD243173,ID0775933086,2019-07-31,Thompson,"[('Lucent 330S', 2), ('Candle Inferno', 2)]",3320,81.15,-37.8048559,144.9587708,15,2903.15,Winter,True,1.3477,"i have an older candle and enjoyed it very much. however, there is so much more improvement in this tablet with faster processing speed, upgradable storage and longer battery life. i'm really happy!",True,0.2620580009334142,0.46764091858037593
ORD176814,ID0122817669,2019-11-05,Thompson,"[('Candle Inferno', 2), ('Olivia x460', 2), ('iAssist Line', 2), ('iStream', 1)]",7910,79.39,-37.822214,144.9499179,5,7593.89,Spring,False,1.0912,best phone i had. great phone.,True,0.15367618206647882,0.2839248434237993
ORD311497,ID0259616712,2019-10-12,Thompson,"[('Lucent 330S', 2), ('Candle Inferno', 2), ('pearTV', 2), ('Universe Note', 2)]",22840,75.88,-37.8141486,144.9547542,25,17205.88,Spring,False,0.6955,shipped super fast. everything is great shipped super fast. everything is great!,True,-0.06247164987837496,0.08246346555323651
ORD319499,ID6167266601,2019-05-16,Nickolson,"[('Candle Inferno', 1), ('Olivia x460', 1)]",1655,68.58,-37.807367,144.9629436,25,1309.83,Autumn,False,1.3783,amazing it came with a charger and i haven’t had any problems with the phone. it looks so brand new !! i thought it wasn’t refurbished for a second.,True,-0.5120098758605487,0.8444676409185803
ORD031495,ID0250479836,2019-05-01,Bakers,"[('Thunder line', 1), ('Alcon 10', 1)]",11130,81.47,-37.8111341,145.00646619999995,0,11211.47,Autumn,True,0.9961,"a must have phone works well... fast, clean... pictures are impeccable... it's a great phone.",True,0.2817637861819474,0.5010438413361163
ORD059067,ID4952477281,2019-02-20,Thompson,"[('Lucent 330S', 1), ('Candle Inferno', 1)]",1660,73.01,-37.8096098,144.95528090000005,25,1318.01,Summer,False,0.7987,four stars does what is promised. sadly doesn't have access to a bunch of apps. android ftw!,True,-0.23920791132616054,0.3820459290187886
ORD300123,ID0373649887,2019-11-01,Thompson,"[('Candle Inferno', 2), ('Thunder line', 2), ('Alcon 10', 1)]",14170,83.06,-37.8089572,144.9286705,15,12127.56,Spring,False,1.6701,"five stars battery is good when you have the right charger, not the crappy one that comes with it.",True,0.3796769066355992,0.6670146137787053
ORD315771,ID0306904038,2019-04-22,Thompson,"[('Toshika 750', 1), ('pearTV', 1)]",10630,78.06,-37.807337200000006,144.9474761,25,8050.56,Autumn,True,0.5951,nice great camera,True,0.07177401212726095,0.1450939457202505
ORD137397,ID3216954875,2019-03-11,Bakers,"[('pearTV', 1), ('iStream', 2)]",6610,49.94,-37.8059231,144.98620649999995,5,6329.44,Autumn,False,0.9141,defective product when you press home button we can hear audible click with loud noise.,False,-1.6598718665876337,2.7901878914405
ORD405868,ID0310728586,2019-10-19,Thompson,"[('pearTV', 1), ('iAssist Line', 2)]",10760,77.08,-37.8128773,144.93727019999997,25,8147.08,Spring,False,0.862,"love the phone love the phone, works great, but didn't meet what i expect as refurbished. screen looks good, like new, but back and sides of phone have many scratches and dents. wish i would have purchased the cheaper one in ""very good"" condition.",True,0.011425044803626399,0.04279749478079294
ORD250537,ID0767752170,2019-12-02,Nickolson,"[('Lucent 330S', 2), ('iStream', 1), ('Alcon 10', 2), ('pearTV', 1)]",26820,90.89,-37.8008493,144.97009319999995,10,24228.89,Summer,True,1.976,"item description incorrect, not an xl item was advertised as an pixel xl but a regular pixel was received.",False,0.8618528394356568,1.4843423799582454
ORD365294,ID3512300806,2019-12-07,Bakers,"[('Universe Note', 2), ('Candle Inferno', 2), ('Olivia x460', 1)]",8985,79.79,-37.81741020000001,145.0091951,0,9064.79,Summer,False,1.4795,super! this product arrived like as new. i really appreciated it!,True,0.17830841362714622,0.3256784968684763
ORD045173,ID0711331435,2019-01-23,Thompson,"[('Toshika 750', 1), ('Olivia x460', 1), ('Lucent 330S', 1), ('Alcon 10', 1)]",15725,76.49,-37.80733170000001,144.9574524,15,13442.74,Summer,False,1.0897,it’s nice my cousin love it,True,-0.024907496748357728,0.018789144050105084
ORD470982,ID0571730772,2019-03-07,Thompson,"[('Olivia x460', 2), ('Toshika 750', 1)]",6770,79.49,-37.8239708,144.9438094,25,5156.99,Autumn,True,1.2899,quality it's an awesome phone like it it.,True,0.15983423995664525,0.29436325678496783
ORD201226,ID1668523256,2019-11-11,Nickolson,"[('Alcon 10', 2), ('Candle Inferno', 1)]",18330,77.38,-37.820735600000006,144.96188769999995,5,17490.88,Spring,False,0.7148,"cute and quirky little phone. manual doesn't tell you ... cute and quirky little phone. manual doesn't tell you everything, you need to blog. do not turn on voice command, it is a nightmare to turn off. battery doesn't last too long, but for digico's price, this phone is tops.",True,0.02989921847412652,0.07411273486429994
ORD231265,ID5563404252,2019-11-28,Bakers,"[('pearTV', 1), ('iAssist Line', 2)]",10760,83.97,-37.81769660000001,145.0108408,15,9229.97,Spring,False,1.6183,perfect love it,True,0.43571523343611657,0.7620041753653437
ORD430422,ID0242400121,2019-01-12,Thompson,"[('pearTV', 1), ('Candle Inferno', 1)]",6740,86.2,-37.8237359,144.9348424,25,5141.2,Summer,True,1.6348,prepaid phone this phone was a prepaid phone but was not advertised as prepaid. we could not use it with our current plan.,False,0.5730399243868357,0.994780793319415
ORD091891,ID0418539890,2019-03-10,Bakers,"[('iStream', 2), ('pearTV', 1), ('iAssist Line', 2), ('Olivia x460', 2)]",13510,67.22,-37.8214287,144.9894055,25,10199.72,Autumn,False,1.3719,"best phone on the market! my favorite feature is the mst technology in olivia pay. it makes olivia pay work at locations that tap to pay normally wouldn't work. everytime i use it, it blows people's minds.",True,-0.5957594631668166,0.9864300626304799
ORD304304,ID1838361807,2019-10-15,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 1), ('pearTV', 1)]",15690,100.32,-37.81486870000001,144.9663033,5,15005.82,Spring,True,0.5036,10 stars so far so good...looks just like a new phone...,True,1.4425576984783823,2.4686847599164903
ORD089350,ID1224854817,2019-07-23,Thompson,"[('Toshika 750', 1), ('Olivia x460', 1)]",5545,74.88,-37.8131243,144.9401031,15,4788.13,Winter,True,0.6146,i love digico nice phone,True,-0.12405222878004261,0.1868475991649275
ORD327980,ID0847533460,2019-07-27,Nickolson,"[('Thunder line', 2), ('Olivia x460', 1)]",5585,45.8,-37.8200083,144.9670063,25,4234.55,Winter,False,0.2735,not compatable with verizon carrier very disappointed that during our search for a phone that the product stated it was verizon compatable. we got to the verizon store and it is not. we ended up purchasing a phone directly thru them.,False,-1.9148154632405379,3.2223382045929005
ORD231802,ID6167191717,2019-11-14,Thompson,"[('Olivia x460', 2), ('Toshika 750', 1), ('Thunder line', 2)]",11130,76.87,-37.8191782,144.9542293,5,10650.37,Spring,False,0.9596,great overall this phone is awesome. would buy again.,True,-0.0015068767657234242,0.02087682672233849
ORD229186,ID4120677319,2019-10-16,Nickolson,"[('iStream', 2), ('Lucent 330S', 1), ('Toshika 750', 1), ('Candle Inferno', 1)]",6280,62.91,-37.8100372,144.9643602,5,6028.91,Spring,False,1.0564,not a u.s charger not a u.s charger,False,-0.8611717582330044,1.436325678496868
ORD045618,ID0145261554,2019-12-13,Nickolson,"[('Candle Inferno', 2), ('Lucent 330S', 1), ('Olivia x460', 2)]",4540,78.78,-37.8151119,144.9612114,0,4618.78,Summer,True,0.8296,one star is not unlocked,False,0.1161120289364616,0.22025052192066788
ORD081636,ID0302567006,2019-07-13,Bakers,"[('Candle Inferno', 1), ('pearTV', 2), ('Alcon 10', 1), ('Universe Note', 2)]",28900,83.03,-37.7991553,144.9806399,10,26093.03,Winter,True,1.7617,this is one amazing phone. but i cannot connect to lte this is one amazing phone. but i cannot connect to lte.(4g) and that is one thing that upsets me the most. but in other words i like the phone. i hope huawei will find a solution to this.,True,0.37782948926854915,0.6638830897703545
ORD290430,ID5002594941,2019-11-09,Thompson,"[('pearTV', 2), ('Universe Note', 1), ('Olivia x460', 1), ('Toshika 750', 2)]",25935,59.05,-37.8120238,144.9523039,25,19510.3,Spring,False,0.466,broken it turned on said 55% then instantly 0% powering off. turned back on 37% and instantly turned off again saying 0%,False,-1.0988727927934414,1.8392484342379953
ORD252842,ID0634777174,2019-10-13,Thompson,"[('Candle Inferno', 1), ('iStream', 1)]",580,84.79,-37.814417,144.9388882,25,519.79,Spring,True,0.7452,do not waste your money the song they sent me continuously restarts out of nowhere and when i called they said that they couldn't replace it and i have to send it back with an inconvenience i would not buy this phone at all i would hop into buying a factory unlocked olivia universe note 5,False,0.4862113081354845,0.8475991649269311
ORD316886,ID2189273813,2019-03-25,Nickolson,"[('Universe Note', 2), ('Alcon 10', 2), ('Toshika 750', 1)]",29120,63.93,-37.8193103,144.96107659999996,15,24815.93,Autumn,True,0.7494,you get what you pay for worse phone i have had ever not any good have to use speaker to be able to talk on it or bluetooth,False,-0.7983595677533032,1.329853862212943
ORD144711,ID0603633255,2019-06-13,Thompson,"[('Alcon 10', 2), ('pearTV', 1), ('iStream', 1)]",24360,66.17,-37.8063484,144.95813769999995,5,23208.17,Winter,False,1.2014,we like it better than roku.  voice commands really work.,True,-0.6604190710135676,1.0960334029227552
ORD050082,ID0591434144,2019-04-17,Nickolson,"[('Candle Inferno', 2), ('Alcon 10', 1), ('Toshika 750', 1)]",14130,75.95,-37.8186613,144.9678091,15,12086.45,Autumn,True,0.1534,really enjoy this product. love watching movies and playing games on my inferno hd 8,True,-0.058161009355257774,0.07515657620041738
ORD112213,ID0305913666,2019-02-24,Bakers,"[('iStream', 1), ('Alcon 10', 2), ('Lucent 330S', 2)]",20510,96.82,-37.8006046,145.0008396,0,20606.82,Summer,True,1.1559,just what i wanted great phone,True,1.2270256723225457,2.103340292275572
